	Algorithm	F1	WS_F1	BS_F1	STD_F1	Rank F1	F2	WS_F2	BS_F2	STD_F2	Rank F2	F3	WS_F3	BS_F3	STD_F3	Rank F3	F4	WS_F4	BS_F4	STD_F4	Rank F4	F5	WS_F5	BS_F5	STD_F5	Rank F5	F6	WS_F6	BS_F6	STD_F6	Rank F6	F7	WS_F7	BS_F7	STD_F7	Rank F7	F8	WS_F8	BS_F8	STD_F8	Rank F8	F9	WS_F9	BS_F9	STD_F9	Rank F9	F10	WS_F10	BS_F10	STD_F10	Rank F10	F11	WS_F11	BS_F11	STD_F11	Rank F11	F12	WS_F12	BS_F12	STD_F12	Rank F12	F13	WS_F13	BS_F13	STD_F13	Rank F13	F14	WS_F14	BS_F14	STD_F14	Rank F14	F15	WS_F15	BS_F15	STD_F15	Rank F15	F16	WS_F16	BS_F16	STD_F16	Rank F16	F17	WS_F17	BS_F17	STD_F17	Rank F17	F18	WS_F18	BS_F18	STD_F18	Rank F18	F19	WS_F19	BS_F19	STD_F19	Rank F19	F20	WS_F20	BS_F20	STD_F20	Rank F20	F21	WS_F21	BS_F21	STD_F21	Rank F21	F22	WS_F22	BS_F22	STD_F22	Rank F22	F23	WS_F23	BS_F23	STD_F23	Rank F23	F24	WS_F24	BS_F24	STD_F24	Rank F24	F25	WS_F25	BS_F25	STD_F25	Rank F25	F26	WS_F26	BS_F26	STD_F26	Rank F26	F27	WS_F27	BS_F27	STD_F27	Rank F27	F28	WS_F28	BS_F28	STD_F28	Rank F28	Avg Rank
0	GWO	32834.8620470104	32834.8620470104	32834.8620470104	0.0	6	316499069.52252024	316499069.52252024	316499069.52252024	0.0	5	1117158331269.2139	1117158331269.2139	1117158331269.2139	0.0	8	82252.14995274288	82252.14995274288	82252.14995274288	0.0	5	3747.82932592793	3747.82932592793	3747.82932592793	0.0	3	1892.8493689016796	1892.8493689016796	1892.8493689016796	0.0	9	-385.590150307497	-385.590150307497	-385.590150307497	0.0	3	-678.7138505424086	-678.7138505424086	-678.7138505424086	0.0	14	-536.0017007463756	-536.0017007463756	-536.0017007463756	0.0	4	5664.064343364243	5664.064343364243	5664.064343364243	0.0	8	549.6239555944203	549.6239555944203	549.6239555944203	0.0	5	638.9380976217441	638.9380976217441	638.9380976217441	0.0	5	893.9029116036425	893.9029116036425	893.9029116036425	0.0	9	12280.048514842436	12280.048514842436	12280.048514842436	0.0	11	11791.246224078985	11791.246224078985	11791.246224078985	0.0	2	204.62279166854833	204.62279166854833	204.62279166854833	0.0	12	1370.8020184626048	1370.8020184626048	1370.8020184626048	0.0	3	1470.771254803591	1470.771254803591	1470.771254803591	0.0	4	64192.563249586085	64192.563249586085	64192.563249586085	0.0	8	624.5300560738049	624.5300560738049	624.5300560738049	0.0	2	4710.018756499683	4710.018756499683	4710.018756499683	0.0	7	15001.812389863851	15001.812389863851	15001.812389863851	0.0	8	14870.791553813804	14870.791553813804	14870.791553813804	0.0	3	1394.8619541751978	1394.8619541751978	1394.8619541751978	0.0	9	1483.1618346122332	1483.1618346122332	1483.1618346122332	0.0	6	1670.451530656173	1670.451530656173	1670.451530656173	0.0	1	3352.3140484785745	3352.3140484785745	3352.3140484785745	0.0	3	9166.337187617766	9166.337187617766	9166.337187617766	0.0	6	6.035714285714286
1	EEGWO	20914.955298013185	20914.955298013185	20914.955298013185	0.0	2	254043829.423059	254043829.423059	254043829.423059	0.0	3	218443930879.46124	218443930879.46124	218443930879.46124	0.0	5	79291.74226758948	79291.74226758948	79291.74226758948	0.0	2	2825.0583772594237	2825.0583772594237	2825.0583772594237	0.0	2	975.936418339639	975.936418339639	975.936418339639	0.0	3	-526.7179588517654	-526.7179588517654	-526.7179588517654	0.0	2	-678.7426476975918	-678.7426476975918	-678.7426476975918	0.0	10	-536.1205438507562	-536.1205438507562	-536.1205438507562	0.0	3	2979.58013693561	2979.58013693561	2979.58013693561	0.0	3	477.9801896582776	477.9801896582776	477.9801896582776	0.0	4	649.7178217494853	649.7178217494853	649.7178217494853	0.0	6	677.0153382401049	677.0153382401049	677.0153382401049	0.0	2	15014.659380737452	15014.659380737452	15014.659380737452	0.0	12	14565.657782924809	14565.657782924809	14565.657782924809	0.0	7	204.7130381200804	204.7130381200804	204.7130381200804	0.0	13	1479.821193249694	1479.821193249694	1479.821193249694	0.0	7	1385.413203210168	1385.413203210168	1385.413203210168	0.0	1	18196.204744274237	18196.204744274237	18196.204744274237	0.0	2	624.0960062295769	624.0960062295769	624.0960062295769	0.0	1	4338.477146352694	4338.477146352694	4338.477146352694	0.0	2	17101.73128022562	17101.73128022562	17101.73128022562	0.0	12	16110.611924852132	16110.611924852132	16110.611924852132	0.0	6	1387.422526494131	1387.422526494131	1387.422526494131	0.0	6	1481.4664865847208	1481.4664865847208	1481.4664865847208	0.0	5	1685.8332485568776	1685.8332485568776	1685.8332485568776	0.0	6	3604.024896269168	3604.024896269168	3604.024896269168	0.0	10	8782.574954445732	8782.574954445732	8782.574954445732	0.0	3	5.0
2	IGWO	30792.64613017571	30792.64613017571	30792.64613017571	0.0	5	137581957.39481473	137581957.39481473	137581957.39481473	0.0	1	8015987136023.434	8015987136023.434	8015987136023.434	0.0	10	88577.02377391858	88577.02377391858	88577.02377391858	0.0	10	3931.429968687744	3931.429968687744	3931.429968687744	0.0	4	1377.785489152407	1377.785489152407	1377.785489152407	0.0	5	-159.8397825433782	-159.8397825433782	-159.8397825433782	0.0	5	-678.7394911082041	-678.7394911082041	-678.7394911082041	0.0	11	-544.7491575865787	-544.7491575865787	-544.7491575865787	0.0	1	4292.7527929419375	4292.7527929419375	4292.7527929419375	0.0	6	626.2470556186479	626.2470556186479	626.2470556186479	0.0	9	714.4751188596606	714.4751188596606	714.4751188596606	0.0	10	895.4186647247841	895.4186647247841	895.4186647247841	0.0	10	10113.062252481097	10113.062252481097	10113.062252481097	0.0	1	15521.25402319134	15521.25402319134	15521.25402319134	0.0	11	203.6763487294416	203.6763487294416	203.6763487294416	0.0	1	1555.0702472071584	1555.0702472071584	1555.0702472071584	0.0	9	1530.4097224920217	1530.4097224920217	1530.4097224920217	0.0	6	21176.366597391665	21176.366597391665	21176.366597391665	0.0	3	624.7740097250331	624.7740097250331	624.7740097250331	0.0	9	4680.740739938336	4680.740739938336	4680.740739938336	0.0	6	14120.13535569512	14120.13535569512	14120.13535569512	0.0	5	16618.084765946107	16618.084765946107	16618.084765946107	0.0	10	1374.7529384458035	1374.7529384458035	1374.7529384458035	0.0	2	1499.4035183200324	1499.4035183200324	1499.4035183200324	0.0	10	1674.9395695000758	1674.9395695000758	1674.9395695000758	0.0	3	3562.871106514285	3562.871106514285	3562.871106514285	0.0	9	9150.072442774772	9150.072442774772	9150.072442774772	0.0	5	6.321428571428571
3	NGWO	74521.91740764969	74521.91740764969	74521.91740764969	0.0	12	1836533306.9879591	1836533306.9879591	1836533306.9879591	0.0	13	1137234047307094.2	1137234047307094.2	1137234047307094.2	0.0	12	140187.81413227489	140187.81413227489	140187.81413227489	0.0	14	19708.24653958185	19708.24653958185	19708.24653958185	0.0	13	5168.395829774338	5168.395829774338	5168.395829774338	0.0	11	27714.205575098968	27714.205575098968	27714.205575098968	0.0	13	-678.7443371467463	-678.7443371467463	-678.7443371467463	0.0	9	-528.7315275026725	-528.7315275026725	-528.7315275026725	0.0	10	11354.141914982518	11354.141914982518	11354.141914982518	0.0	12	930.4142115459381	930.4142115459381	930.4142115459381	0.0	15	978.230916946696	978.230916946696	978.230916946696	0.0	11	1093.5040782291856	1093.5040782291856	1093.5040782291856	0.0	13	12194.972141507722	12194.972141507722	12194.972141507722	0.0	9	14641.298978248085	14641.298978248085	14641.298978248085	0.0	8	204.06932988633207	204.06932988633207	204.06932988633207	0.0	3	1617.8640224998694	1617.8640224998694	1617.8640224998694	0.0	11	1776.4946360736335	1776.4946360736335	1776.4946360736335	0.0	13	942431.7876663649	942431.7876663649	942431.7876663649	0.0	13	624.9956713564497	624.9956713564497	624.9956713564497	0.0	12	5415.732199676529	5415.732199676529	5415.732199676529	0.0	15	17402.290607182535	17402.290607182535	17402.290607182535	0.0	13	16735.23976552604	16735.23976552604	16735.23976552604	0.0	11	1416.5272717080384	1416.5272717080384	1416.5272717080384	0.0	11	1507.3529855756294	1507.3529855756294	1507.3529855756294	0.0	12	1714.4576795613712	1714.4576795613712	1714.4576795613712	0.0	11	4242.8699294114385	4242.8699294114385	4242.8699294114385	0.0	13	12023.416456613028	12023.416456613028	12023.416456613028	0.0	11	11.571428571428571
4	LFGWO	29623.50277739732	29623.50277739732	29623.50277739732	0.0	4	328252433.69433147	328252433.69433147	328252433.69433147	0.0	6	1407397439688.941	1407397439688.941	1407397439688.941	0.0	9	86406.9588851104	86406.9588851104	86406.9588851104	0.0	8	4765.062679814123	4765.062679814123	4765.062679814123	0.0	5	1444.5549685581095	1444.5549685581095	1444.5549685581095	0.0	6	-129.4683600835324	-129.4683600835324	-129.4683600835324	0.0	7	-678.7247368605863	-678.7247368605863	-678.7247368605863	0.0	13	-535.6118187503864	-535.6118187503864	-535.6118187503864	0.0	5	5814.879322745764	5814.879322745764	5814.879322745764	0.0	9	461.1564975608078	461.1564975608078	461.1564975608078	0.0	3	626.3439875562469	626.3439875562469	626.3439875562469	0.0	4	855.1027598452847	855.1027598452847	855.1027598452847	0.0	6	10607.645821024415	10607.645821024415	10607.645821024415	0.0	3	11683.738237867576	11683.738237867576	11683.738237867576	0.0	1	204.1597425527237	204.1597425527237	204.1597425527237	0.0	5	1444.3462476633265	1444.3462476633265	1444.3462476633265	0.0	5	1457.2073365121462	1457.2073365121462	1457.2073365121462	0.0	3	40631.46306499921	40631.46306499921	40631.46306499921	0.0	6	624.849515137471	624.849515137471	624.849515137471	0.0	10	4658.348526411199	4658.348526411199	4658.348526411199	0.0	5	16308.743299621507	16308.743299621507	16308.743299621507	0.0	10	16595.15415378326	16595.15415378326	16595.15415378326	0.0	9	1381.4126382918191	1381.4126382918191	1381.4126382918191	0.0	4	1459.253897549033	1459.253897549033	1459.253897549033	0.0	1	1671.0926345855141	1671.0926345855141	1671.0926345855141	0.0	2	3343.750450822538	3343.750450822538	3343.750450822538	0.0	2	9853.25630893893	9853.25630893893	9853.25630893893	0.0	8	5.678571428571429
5	AgGWO	21155.43376303822	21155.43376303822	21155.43376303822	0.0	3	268602629.6699416	268602629.6699416	268602629.6699416	0.0	4	202633804297.0594	202633804297.0594	202633804297.0594	0.0	4	77649.22703390103	77649.22703390103	77649.22703390103	0.0	1	5153.79800248145	5153.79800248145	5153.79800248145	0.0	7	1165.5588336548676	1165.5588336548676	1165.5588336548676	0.0	4	-137.99276830558426	-137.99276830558426	-137.99276830558426	0.0	6	-678.8529963397632	-678.8529963397632	-678.8529963397632	0.0	1	-534.5164486699031	-534.5164486699031	-534.5164486699031	0.0	6	2466.0708216091894	2466.0708216091894	2466.0708216091894	0.0	2	437.06295149048265	437.06295149048265	437.06295149048265	0.0	2	607.610970847385	607.610970847385	607.610970847385	0.0	3	718.3667700973924	718.3667700973924	718.3667700973924	0.0	3	12112.473208495498	12112.473208495498	12112.473208495498	0.0	8	14989.678458635204	14989.678458635204	14989.678458635204	0.0	9	204.34577468488905	204.34577468488905	204.34577468488905	0.0	8	1480.5080036675822	1480.5080036675822	1480.5080036675822	0.0	8	1706.2622194775442	1706.2622194775442	1706.2622194775442	0.0	10	23586.101440727245	23586.101440727245	23586.101440727245	0.0	4	624.6089094459202	624.6089094459202	624.6089094459202	0.0	6	4643.968248760413	4643.968248760413	4643.968248760413	0.0	4	12713.554624137656	12713.554624137656	12713.554624137656	0.0	1	16002.262360464953	16002.262360464953	16002.262360464953	0.0	5	1379.27636724617	1379.27636724617	1379.27636724617	0.0	3	1476.3611598947123	1476.3611598947123	1476.3611598947123	0.0	4	1688.0653693323816	1688.0653693323816	1688.0653693323816	0.0	7	3502.645419269991	3502.645419269991	3502.645419269991	0.0	7	9140.29990164069	9140.29990164069	9140.29990164069	0.0	4	4.785714285714286
6	VMGWO	45244.45879271623	45244.45879271623	45244.45879271623	0.0	9	463349856.96260583	463349856.96260583	463349856.96260583	0.0	10	115177433471.6775	115177433471.6775	115177433471.6775	0.0	1	92837.69096487772	92837.69096487772	92837.69096487772	0.0	11	5076.959063376269	5076.959063376269	5076.959063376269	0.0	6	1610.294196083798	1610.294196083798	1610.294196083798	0.0	8	-246.66996892419888	-246.66996892419888	-246.66996892419888	0.0	4	-678.7300038913767	-678.7300038913767	-678.7300038913767	0.0	12	-532.8466376137226	-532.8466376137226	-532.8466376137226	0.0	7	6572.755508200224	6572.755508200224	6572.755508200224	0.0	10	596.9696228366845	596.9696228366845	596.9696228366845	0.0	7	712.5283039065873	712.5283039065873	712.5283039065873	0.0	9	892.6701449829329	892.6701449829329	892.6701449829329	0.0	8	10892.480758067848	10892.480758067848	10892.480758067848	0.0	4	16357.601697027108	16357.601697027108	16357.601697027108	0.0	13	204.0172335369523	204.0172335369523	204.0172335369523	0.0	2	1382.346867620809	1382.346867620809	1382.346867620809	0.0	4	1580.3924795579774	1580.3924795579774	1580.3924795579774	0.0	7	69740.21193034222	69740.21193034222	69740.21193034222	0.0	9	624.6784871050195	624.6784871050195	624.6784871050195	0.0	8	4761.730596445719	4761.730596445719	4761.730596445719	0.0	8	13483.764959992519	13483.764959992519	13483.764959992519	0.0	3	16939.391132820572	16939.391132820572	16939.391132820572	0.0	12	1395.1909851959053	1395.1909851959053	1395.1909851959053	0.0	10	1493.2396714474555	1493.2396714474555	1493.2396714474555	0.0	9	1690.2961541775398	1690.2961541775398	1690.2961541775398	0.0	9	3441.1872286229823	3441.1872286229823	3441.1872286229823	0.0	5	11079.676953262548	11079.676953262548	11079.676953262548	0.0	9	7.642857142857143
7	TLFGWO	78434.57528153155	78434.57528153155	78434.57528153155	0.0	14	1547598186.799631	1547598186.799631	1547598186.799631	0.0	12	1.0287254402374554e+16	1.0287254402374554e+16	1.0287254402374554e+16	0.0	13	93724.19139389935	93724.19139389935	93724.19139389935	0.0	12	16424.446549653734	16424.446549653734	16424.446549653734	0.0	12	8773.131540521556	8773.131540521556	8773.131540521556	0.0	13	50452.11264242053	50452.11264242053	50452.11264242053	0.0	14	-678.7670649847188	-678.7670649847188	-678.7670649847188	0.0	6	-522.7831500940869	-522.7831500940869	-522.7831500940869	0.0	13	9790.72540815742	9790.72540815742	9790.72540815742	0.0	11	688.4829539739135	688.4829539739135	688.4829539739135	0.0	11	1095.304904859491	1095.304904859491	1095.304904859491	0.0	14	1086.4139943862422	1086.4139943862422	1086.4139943862422	0.0	12	11086.288264252194	11086.288264252194	11086.288264252194	0.0	5	15400.423820530686	15400.423820530686	15400.423820530686	0.0	10	204.10416202233748	204.10416202233748	204.10416202233748	0.0	4	1754.839197528615	1754.839197528615	1754.839197528615	0.0	13	1753.5465671221837	1753.5465671221837	1753.5465671221837	0.0	12	982910.0494091795	982910.0494091795	982910.0494091795	0.0	14	624.999998129492	624.999998129492	624.999998129492	0.0	13	5247.185590639979	5247.185590639979	5247.185590639979	0.0	11	16218.637533339657	16218.637533339657	16218.637533339657	0.0	9	17003.16664697717	17003.16664697717	17003.16664697717	0.0	13	1558.1432275032048	1558.1432275032048	1558.1432275032048	0.0	13	1515.0384846297302	1515.0384846297302	1515.0384846297302	0.0	13	1757.5664369726942	1757.5664369726942	1757.5664369726942	0.0	13	3902.692170962626	3902.692170962626	3902.692170962626	0.0	12	12077.316288639784	12077.316288639784	12077.316288639784	0.0	12	11.571428571428571
8	IGWO_DSR	77466.01723033222	77466.01723033222	77466.01723033222	0.0	13	4496830378.813938	4496830378.813938	4496830378.813938	0.0	15	3.3094351280631584e+16	3.3094351280631584e+16	3.3094351280631584e+16	0.0	14	274114.7455025356	274114.7455025356	274114.7455025356	0.0	15	23229.33589946568	23229.33589946568	23229.33589946568	0.0	14	9100.952312430218	9100.952312430218	9100.952312430218	0.0	14	104573.0454787122	104573.0454787122	104573.0454787122	0.0	15	-678.7766458548429	-678.7766458548429	-678.7766458548429	0.0	4	-520.1974449753847	-520.1974449753847	-520.1974449753847	0.0	14	14020.06961870586	14020.06961870586	14020.06961870586	0.0	15	919.2631485911372	919.2631485911372	919.2631485911372	0.0	14	1057.3590405937048	1057.3590405937048	1057.3590405937048	0.0	12	1179.5574344631973	1179.5574344631973	1179.5574344631973	0.0	14	16689.270688777437	16689.270688777437	16689.270688777437	0.0	15	16855.87641726039	16855.87641726039	16855.87641726039	0.0	15	205.94131078857265	205.94131078857265	205.94131078857265	0.0	15	1791.3373136710502	1791.3373136710502	1791.3373136710502	0.0	15	1866.155639346198	1866.155639346198	1866.155639346198	0.0	15	1606737.2261643284	1606737.2261643284	1606737.2261643284	0.0	15	624.9999999957159	624.9999999957159	624.9999999957159	0.0	15	5323.287531599539	5323.287531599539	5323.287531599539	0.0	14	17460.503743821362	17460.503743821362	17460.503743821362	0.0	14	18053.140718283248	18053.140718283248	18053.140718283248	0.0	15	1584.5934538687325	1584.5934538687325	1584.5934538687325	0.0	14	1768.0022309583906	1768.0022309583906	1768.0022309583906	0.0	14	1872.2648439500656	1872.2648439500656	1872.2648439500656	0.0	14	4818.617676900579	4818.617676900579	4818.617676900579	0.0	14	15161.575315380094	15161.575315380094	15161.575315380094	0.0	15	14.0
9	AGWO	83122.66211278817	83122.66211278817	83122.66211278817	0.0	15	3744630378.164835	3744630378.164835	3744630378.164835	0.0	14	3.3094351280631584e+16	3.3094351280631584e+16	3.3094351280631584e+16	0.0	14	128705.59554769464	128705.59554769464	128705.59554769464	0.0	13	24538.641084361956	24538.641084361956	24538.641084361956	0.0	15	9432.190209683866	9432.190209683866	9432.190209683866	0.0	15	27589.095166021634	27589.095166021634	27589.095166021634	0.0	12	-678.8089840820464	-678.8089840820464	-678.8089840820464	0.0	3	-518.7793696736295	-518.7793696736295	-518.7793696736295	0.0	15	13984.830815032354	13984.830815032354	13984.830815032354	0.0	14	800.346053544192	800.346053544192	800.346053544192	0.0	13	1129.1978865014817	1129.1978865014817	1129.1978865014817	0.0	15	1187.7326480115469	1187.7326480115469	1187.7326480115469	0.0	15	16547.677831839497	16547.677831839497	16547.677831839497	0.0	14	16738.22408920172	16738.22408920172	16738.22408920172	0.0	14	204.59515398163484	204.59515398163484	204.59515398163484	0.0	11	1754.1815088181725	1754.1815088181725	1754.1815088181725	0.0	12	1850.432879344237	1850.432879344237	1850.432879344237	0.0	14	638313.714439292	638313.714439292	638313.714439292	0.0	12	624.9999999956461	624.9999999956461	624.9999999956461	0.0	14	5276.551638589215	5276.551638589215	5276.551638589215	0.0	13	17464.948899668005	17464.948899668005	17464.948899668005	0.0	15	17581.739508012975	17581.739508012975	17581.739508012975	0.0	14	1584.5934538687325	1584.5934538687325	1584.5934538687325	0.0	14	1768.0022309583906	1768.0022309583906	1768.0022309583906	0.0	14	1872.2648439500656	1872.2648439500656	1872.2648439500656	0.0	14	4818.617676900579	4818.617676900579	4818.617676900579	0.0	14	13790.979148221923	13790.979148221923	13790.979148221923	0.0	14	13.428571428571429
