	Algorithm	F1	WS_F1	BS_F1	STD_F1	Rank F1	F2	WS_F2	BS_F2	STD_F2	Rank F2	F3	WS_F3	BS_F3	STD_F3	Rank F3	F4	WS_F4	BS_F4	STD_F4	Rank F4	F5	WS_F5	BS_F5	STD_F5	Rank F5	F6	WS_F6	BS_F6	STD_F6	Rank F6	F7	WS_F7	BS_F7	STD_F7	Rank F7	F8	WS_F8	BS_F8	STD_F8	Rank F8	F9	WS_F9	BS_F9	STD_F9	Rank F9	F10	WS_F10	BS_F10	STD_F10	Rank F10	F11	WS_F11	BS_F11	STD_F11	Rank F11	F12	WS_F12	BS_F12	STD_F12	Rank F12	F13	WS_F13	BS_F13	STD_F13	Rank F13	F14	WS_F14	BS_F14	STD_F14	Rank F14	F15	WS_F15	BS_F15	STD_F15	Rank F15	F16	WS_F16	BS_F16	STD_F16	Rank F16	F17	WS_F17	BS_F17	STD_F17	Rank F17	F18	WS_F18	BS_F18	STD_F18	Rank F18	F19	WS_F19	BS_F19	STD_F19	Rank F19	F20	WS_F20	BS_F20	STD_F20	Rank F20	F21	WS_F21	BS_F21	STD_F21	Rank F21	F22	WS_F22	BS_F22	STD_F22	Rank F22	F23	WS_F23	BS_F23	STD_F23	Rank F23	F24	WS_F24	BS_F24	STD_F24	Rank F24	F25	WS_F25	BS_F25	STD_F25	Rank F25	F26	WS_F26	BS_F26	STD_F26	Rank F26	F27	WS_F27	BS_F27	STD_F27	Rank F27	F28	WS_F28	BS_F28	STD_F28	Rank F28	Avg Rank
0	GWO	59495.96704896765	59495.96704896765	59495.96704896765	0.0	8	1110924838.8510337	1110924838.8510337	1110924838.8510337	0.0	8	759869264347.5809	759869264347.5809	759869264347.5809	0.0	4	92793.00367301356	92793.00367301356	92793.00367301356	0.0	4	6337.636507669779	6337.636507669779	6337.636507669779	0.0	2	4451.141051897606	4451.141051897606	4451.141051897606	0.0	9	-490.4307814530117	-490.4307814530117	-490.4307814530117	0.0	2	-678.7358882611697	-678.7358882611697	-678.7358882611697	0.0	11	-527.5914944999367	-527.5914944999367	-527.5914944999367	0.0	7	7917.8195311807485	7917.8195311807485	7917.8195311807485	0.0	7	708.7743254976449	708.7743254976449	708.7743254976449	0.0	5	622.9090176029817	622.9090176029817	622.9090176029817	0.0	3	854.5305015708136	854.5305015708136	854.5305015708136	0.0	5	13859.297661809407	13859.297661809407	13859.297661809407	0.0	11	13656.328344171881	13656.328344171881	13656.328344171881	0.0	5	204.51641112225647	204.51641112225647	204.51641112225647	0.0	8	1512.6525632733205	1512.6525632733205	1512.6525632733205	0.0	7	1757.7538144875716	1757.7538144875716	1757.7538144875716	0.0	4	220996.2099866576	220996.2099866576	220996.2099866576	0.0	8	624.9863356955087	624.9863356955087	624.9863356955087	0.0	8	5076.553896027093	5076.553896027093	5076.553896027093	0.0	7	12477.85013277283	12477.85013277283	12477.85013277283	0.0	2	16211.009113365286	16211.009113365286	16211.009113365286	0.0	12	1381.8719502694883	1381.8719502694883	1381.8719502694883	0.0	2	1485.1471050810003	1485.1471050810003	1485.1471050810003	0.0	8	1685.6184966740332	1685.6184966740332	1685.6184966740332	0.0	8	3527.4155612992017	3527.4155612992017	3527.4155612992017	0.0	9	11337.17342310238	11337.17342310238	11337.17342310238	0.0	6	6.428571428571429
1	EEGWO	59046.69761834678	59046.69761834678	59046.69761834678	0.0	7	601273987.9071387	601273987.9071387	601273987.9071387	0.0	4	1436058159997.2532	1436058159997.2532	1436058159997.2532	0.0	5	82812.78570252091	82812.78570252091	82812.78570252091	0.0	2	7472.061569135687	7472.061569135687	7472.061569135687	0.0	6	2446.5060519356193	2446.5060519356193	2446.5060519356193	0.0	3	-476.954318334127	-476.954318334127	-476.954318334127	0.0	3	-678.8525332031792	-678.8525332031792	-678.8525332031792	0.0	1	-533.8320181249461	-533.8320181249461	-533.8320181249461	0.0	3	9465.431705786586	9465.431705786586	9465.431705786586	0.0	9	758.4019993527227	758.4019993527227	758.4019993527227	0.0	11	934.323334819006	934.323334819006	934.323334819006	0.0	10	990.5489988878176	990.5489988878176	990.5489988878176	0.0	10	9826.420821533717	9826.420821533717	9826.420821533717	0.0	2	15496.876770600185	15496.876770600185	15496.876770600185	0.0	11	204.49628302072176	204.49628302072176	204.49628302072176	0.0	7	1542.0988071952618	1542.0988071952618	1542.0988071952618	0.0	8	1709.1994175840996	1709.1994175840996	1709.1994175840996	0.0	2	271697.43989619677	271697.43989619677	271697.43989619677	0.0	9	624.5184758541993	624.5184758541993	624.5184758541993	0.0	3	5034.449182369229	5034.449182369229	5034.449182369229	0.0	6	13951.517402494075	13951.517402494075	13951.517402494075	0.0	5	15659.802381808473	15659.802381808473	15659.802381808473	0.0	8	1401.847588666812	1401.847588666812	1401.847588666812	0.0	10	1484.5942319172916	1484.5942319172916	1484.5942319172916	0.0	7	1678.9125460576852	1678.9125460576852	1678.9125460576852	0.0	4	3546.6902988653155	3546.6902988653155	3546.6902988653155	0.0	10	11603.392219451645	11603.392219451645	11603.392219451645	0.0	8	6.214285714285714
2	IGWO	61404.17594708787	61404.17594708787	61404.17594708787	0.0	9	1553863230.8871691	1553863230.8871691	1553863230.8871691	0.0	10	1552526310416.2139	1552526310416.2139	1552526310416.2139	0.0	6	93397.51019563155	93397.51019563155	93397.51019563155	0.0	6	8198.637516231538	8198.637516231538	8198.637516231538	0.0	7	3709.7817845837944	3709.7817845837944	3709.7817845837944	0.0	8	2857.7241086864847	2857.7241086864847	2857.7241086864847	0.0	9	-678.7259189233195	-678.7259189233195	-678.7259189233195	0.0	14	-526.8809221434506	-526.8809221434506	-526.8809221434506	0.0	8	4659.122553107263	4659.122553107263	4659.122553107263	0.0	2	728.6130479755541	728.6130479755541	728.6130479755541	0.0	7	568.4953098094252	568.4953098094252	568.4953098094252	0.0	2	892.639258911569	892.639258911569	892.639258911569	0.0	9	11348.14140859808	11348.14140859808	11348.14140859808	0.0	3	12670.632916572558	12670.632916572558	12670.632916572558	0.0	2	204.38994613789168	204.38994613789168	204.38994613789168	0.0	6	1412.9132918789464	1412.9132918789464	1412.9132918789464	0.0	1	1759.442413741764	1759.442413741764	1759.442413741764	0.0	5	272727.0739756227	272727.0739756227	272727.0739756227	0.0	10	624.53758269673	624.53758269673	624.53758269673	0.0	4	5237.5089935706	5237.5089935706	5237.5089935706	0.0	10	13968.35106353979	13968.35106353979	13968.35106353979	0.0	6	14210.66425048778	14210.66425048778	14210.66425048778	0.0	4	1390.870350728864	1390.870350728864	1390.870350728864	0.0	5	1479.8902897710468	1479.8902897710468	1479.8902897710468	0.0	3	1678.5801287963925	1678.5801287963925	1678.5801287963925	0.0	3	3448.913815114187	3448.913815114187	3448.913815114187	0.0	4	10687.544075765612	10687.544075765612	10687.544075765612	0.0	3	5.928571428571429
3	NGWO	77263.581426724	77263.581426724	77263.581426724	0.0	11	3251241476.9538493	3251241476.9538493	3251241476.9538493	0.0	12	5.459915613998814e+16	5.459915613998814e+16	5.459915613998814e+16	0.0	12	247708.17983297695	247708.17983297695	247708.17983297695	0.0	13	26822.854120224514	26822.854120224514	26822.854120224514	0.0	12	7798.806555538733	7798.806555538733	7798.806555538733	0.0	12	371288.2144025882	371288.2144025882	371288.2144025882	0.0	13	-678.7885438640809	-678.7885438640809	-678.7885438640809	0.0	7	-525.9262951024532	-525.9262951024532	-525.9262951024532	0.0	9	13474.39327914168	13474.39327914168	13474.39327914168	0.0	12	1129.0302868334586	1129.0302868334586	1129.0302868334586	0.0	15	1102.2652240912032	1102.2652240912032	1102.2652240912032	0.0	12	1215.0148521024325	1215.0148521024325	1215.0148521024325	0.0	13	13749.133298686484	13749.133298686484	13749.133298686484	0.0	10	16035.653278506983	16035.653278506983	16035.653278506983	0.0	12	204.32218635984327	204.32218635984327	204.32218635984327	0.0	5	1736.275341301124	1736.275341301124	1736.275341301124	0.0	13	1817.6901218805704	1817.6901218805704	1817.6901218805704	0.0	10	1214137.9194096038	1214137.9194096038	1214137.9194096038	0.0	14	624.9865972147284	624.9865972147284	624.9865972147284	0.0	9	5443.772745226942	5443.772745226942	5443.772745226942	0.0	14	17315.216736051698	17315.216736051698	17315.216736051698	0.0	13	15644.760083801131	15644.760083801131	15644.760083801131	0.0	7	1403.0304305306533	1403.0304305306533	1403.0304305306533	0.0	11	1508.194956804066	1508.194956804066	1508.194956804066	0.0	12	1684.5686620303195	1684.5686620303195	1684.5686620303195	0.0	7	3593.6765813543793	3593.6765813543793	3593.6765813543793	0.0	11	13733.72511975553	13733.72511975553	13733.72511975553	0.0	12	11.178571428571429
4	LFGWO	63402.81451016578	63402.81451016578	63402.81451016578	0.0	10	1306998360.7580292	1306998360.7580292	1306998360.7580292	0.0	9	643466855753.815	643466855753.815	643466855753.815	0.0	3	96958.71305931499	96958.71305931499	96958.71305931499	0.0	7	6777.08047984767	6777.08047984767	6777.08047984767	0.0	3	4919.755563970479	4919.755563970479	4919.755563970479	0.0	10	-162.61492649953937	-162.61492649953937	-162.61492649953937	0.0	5	-678.7581681416127	-678.7581681416127	-678.7581681416127	0.0	9	-529.2088082965782	-529.2088082965782	-529.2088082965782	0.0	4	8893.593266242306	8893.593266242306	8893.593266242306	0.0	8	732.3214930742483	732.3214930742483	732.3214930742483	0.0	10	661.6364765831577	661.6364765831577	661.6364765831577	0.0	4	867.0012045873	867.0012045873	867.0012045873	0.0	6	12241.271029857007	12241.271029857007	12241.271029857007	0.0	7	14465.5339113031	14465.5339113031	14465.5339113031	0.0	8	204.06891132942923	204.06891132942923	204.06891132942923	0.0	3	1464.2748889428547	1464.2748889428547	1464.2748889428547	0.0	3	1769.7879209388243	1769.7879209388243	1769.7879209388243	0.0	6	167837.0537035922	167837.0537035922	167837.0537035922	0.0	6	624.9991353467897	624.9991353467897	624.9991353467897	0.0	11	5005.34239102277	5005.34239102277	5005.34239102277	0.0	5	12617.969779760757	12617.969779760757	12617.969779760757	0.0	3	14193.303980038696	14193.303980038696	14193.303980038696	0.0	3	1392.5479006542064	1392.5479006542064	1392.5479006542064	0.0	7	1483.5997667875909	1483.5997667875909	1483.5997667875909	0.0	5	1687.8027541337344	1687.8027541337344	1687.8027541337344	0.0	9	3365.8594094945847	3365.8594094945847	3365.8594094945847	0.0	2	10821.654760671154	10821.654760671154	10821.654760671154	0.0	4	6.071428571428571
5	AgGWO	28832.36623149123	28832.36623149123	28832.36623149123	0.0	2	690907476.9520652	690907476.9520652	690907476.9520652	0.0	5	3252190929796.507	3252190929796.507	3252190929796.507	0.0	7	86814.85661930502	86814.85661930502	86814.85661930502	0.0	3	7245.432747886347	7245.432747886347	7245.432747886347	0.0	5	2344.0431938777156	2344.0431938777156	2344.0431938777156	0.0	2	1465.5975995175731	1465.5975995175731	1465.5975995175731	0.0	7	-678.7942122325277	-678.7942122325277	-678.7942122325277	0.0	5	-522.2620550968531	-522.2620550968531	-522.2620550968531	0.0	10	6138.70126497209	6138.70126497209	6138.70126497209	0.0	4	691.9383842000034	691.9383842000034	691.9383842000034	0.0	2	664.9513063423094	664.9513063423094	664.9513063423094	0.0	5	830.6194136609597	830.6194136609597	830.6194136609597	0.0	3	12801.311181467625	12801.311181467625	12801.311181467625	0.0	9	13557.66386860824	13557.66386860824	13557.66386860824	0.0	4	204.2262538029202	204.2262538029202	204.2262538029202	0.0	4	1489.923451015537	1489.923451015537	1489.923451015537	0.0	6	1739.6832910147625	1739.6832910147625	1739.6832910147625	0.0	3	66373.28877429897	66373.28877429897	66373.28877429897	0.0	3	624.6086993472138	624.6086993472138	624.6086993472138	0.0	5	4682.793689105304	4682.793689105304	4682.793689105304	0.0	2	14207.221139758172	14207.221139758172	14207.221139758172	0.0	7	15706.688636533005	15706.688636533005	15706.688636533005	0.0	10	1395.4455390588578	1395.4455390588578	1395.4455390588578	0.0	9	1480.5790645686736	1480.5790645686736	1480.5790645686736	0.0	4	1680.5187974338216	1680.5187974338216	1680.5187974338216	0.0	5	3504.9500460871845	3504.9500460871845	3504.9500460871845	0.0	7	11635.92604899417	11635.92604899417	11635.92604899417	0.0	9	5.25
6	VMGWO	54206.12496808447	54206.12496808447	54206.12496808447	0.0	4	814606877.9084176	814606877.9084176	814606877.9084176	0.0	7	12637677223056.666	12637677223056.666	12637677223056.666	0.0	10	114266.37000103216	114266.37000103216	114266.37000103216	0.0	11	10364.405456459817	10364.405456459817	10364.405456459817	0.0	8	2979.865283900757	2979.865283900757	2979.865283900757	0.0	5	2958.980889353063	2958.980889353063	2958.980889353063	0.0	10	-678.7307021767114	-678.7307021767114	-678.7307021767114	0.0	13	-535.1897913851017	-535.1897913851017	-535.1897913851017	0.0	2	10036.16676614341	10036.16676614341	10036.16676614341	0.0	10	730.4749623420068	730.4749623420068	730.4749623420068	0.0	9	781.3839291686309	781.3839291686309	781.3839291686309	0.0	7	888.9019543449547	888.9019543449547	888.9019543449547	0.0	8	11945.993952737192	11945.993952737192	11945.993952737192	0.0	4	14069.90575186985	14069.90575186985	14069.90575186985	0.0	7	204.5751571486785	204.5751571486785	204.5751571486785	0.0	9	1690.0296936468685	1690.0296936468685	1690.0296936468685	0.0	10	1827.6800943442768	1827.6800943442768	1827.6800943442768	0.0	12	143406.6959328331	143406.6959328331	143406.6959328331	0.0	5	624.9375478713279	624.9375478713279	624.9375478713279	0.0	7	5113.006637915174	5113.006637915174	5113.006637915174	0.0	8	13206.351522934427	13206.351522934427	13206.351522934427	0.0	4	13939.479925191106	13939.479925191106	13939.479925191106	0.0	2	1390.675234159137	1390.675234159137	1390.675234159137	0.0	4	1468.0013731142278	1468.0013731142278	1468.0013731142278	0.0	1	1683.8946191398245	1683.8946191398245	1683.8946191398245	0.0	6	3519.0715805521595	3519.0715805521595	3519.0715805521595	0.0	8	11950.354931100332	11950.354931100332	11950.354931100332	0.0	10	7.178571428571429
7	TLFGWO	81703.53081912226	81703.53081912226	81703.53081912226	0.0	14	3359974632.556049	3359974632.556049	3359974632.556049	0.0	13	1.1764994925237105e+18	1.1764994925237105e+18	1.1764994925237105e+18	0.0	14	108720.35979011242	108720.35979011242	108720.35979011242	0.0	10	30968.912285144375	30968.912285144375	30968.912285144375	0.0	13	10123.17707344672	10123.17707344672	10123.17707344672	0.0	13	128394.98925191583	128394.98925191583	128394.98925191583	0.0	12	-678.8147270940855	-678.8147270940855	-678.8147270940855	0.0	4	-519.3990730271948	-519.3990730271948	-519.3990730271948	0.0	14	12071.427320849634	12071.427320849634	12071.427320849634	0.0	11	883.6282647577939	883.6282647577939	883.6282647577939	0.0	13	1116.1847097602674	1116.1847097602674	1116.1847097602674	0.0	13	1140.6958500817523	1140.6958500817523	1140.6958500817523	0.0	12	14380.048378638166	14380.048378638166	14380.048378638166	0.0	12	15364.472100818311	15364.472100818311	15364.472100818311	0.0	10	204.91306724431638	204.91306724431638	204.91306724431638	0.0	14	1682.8752091750061	1682.8752091750061	1682.8752091750061	0.0	9	1824.962246759233	1824.962246759233	1824.962246759233	0.0	11	922325.086389886	922325.086389886	922325.086389886	0.0	13	624.9999999993389	624.9999999993389	624.9999999993389	0.0	13	5337.3605022676975	5337.3605022676975	5337.3605022676975	0.0	11	15791.324344768218	15791.324344768218	15791.324344768218	0.0	11	16146.928430564967	16146.928430564967	16146.928430564967	0.0	11	1419.8501167949594	1419.8501167949594	1419.8501167949594	0.0	12	1528.7492739841764	1528.7492739841764	1528.7492739841764	0.0	13	1710.9473529168893	1710.9473529168893	1710.9473529168893	0.0	12	4134.726024233545	4134.726024233545	4134.726024233545	0.0	13	13956.426999275172	13956.426999275172	13956.426999275172	0.0	13	11.928571428571429
8	IGWO_DSR	79212.45006562727	79212.45006562727	79212.45006562727	0.0	13	6376561137.757202	6376561137.757202	6376561137.757202	0.0	15	5.016950488789903e+18	5.016950488789903e+18	5.016950488789903e+18	0.0	15	1352489.0832975765	1352489.0832975765	1352489.0832975765	0.0	15	35327.12486215916	35327.12486215916	35327.12486215916	0.0	14	10397.572361244507	10397.572361244507	10397.572361244507	0.0	14	1993149.9395742116	1993149.9395742116	1993149.9395742116	0.0	15	-678.7241276049303	-678.7241276049303	-678.7241276049303	0.0	15	-520.1345091748061	-520.1345091748061	-520.1345091748061	0.0	12	16219.353183261108	16219.353183261108	16219.353183261108	0.0	15	953.1950683028899	953.1950683028899	953.1950683028899	0.0	14	1136.7031727898004	1136.7031727898004	1136.7031727898004	0.0	15	1223.358888351705	1223.358888351705	1223.358888351705	0.0	14	15994.060799501436	15994.060799501436	15994.060799501436	0.0	15	17278.026663256198	17278.026663256198	17278.026663256198	0.0	15	205.44344657207537	205.44344657207537	205.44344657207537	0.0	15	1754.6785732842038	1754.6785732842038	1754.6785732842038	0.0	14	1830.5338057134002	1830.5338057134002	1830.5338057134002	0.0	13	1529816.3014290908	1529816.3014290908	1529816.3014290908	0.0	15	624.9999999999924	624.9999999999924	624.9999999999924	0.0	15	5444.014608361281	5444.014608361281	5444.014608361281	0.0	15	18513.74500432061	18513.74500432061	18513.74500432061	0.0	15	18062.971392316515	18062.971392316515	18062.971392316515	0.0	15	2321.8438485759734	2321.8438485759734	2321.8438485759734	0.0	14	1823.7492031193344	1823.7492031193344	1823.7492031193344	0.0	14	1909.2134852644674	1909.2134852644674	1909.2134852644674	0.0	14	4969.759424680338	4969.759424680338	4969.759424680338	0.0	14	14888.831665217718	14888.831665217718	14888.831665217718	0.0	15	14.428571428571429
9	AGWO	82535.36181344748	82535.36181344748	82535.36181344748	0.0	15	5438085977.098663	5438085977.098663	5438085977.098663	0.0	14	8.473592448612398e+17	8.473592448612398e+17	8.473592448612398e+17	0.0	13	522926.13490127353	522926.13490127353	522926.13490127353	0.0	14	36645.14013630109	36645.14013630109	36645.14013630109	0.0	15	12190.657692492767	12190.657692492767	12190.657692492767	0.0	15	1001427.3209710385	1001427.3209710385	1001427.3209710385	0.0	14	-678.8493631999737	-678.8493631999737	-678.8493631999737	0.0	2	-518.1084991163195	-518.1084991163195	-518.1084991163195	0.0	15	15804.669130488675	15804.669130488675	15804.669130488675	0.0	14	863.049023614087	863.049023614087	863.049023614087	0.0	12	1134.8225307714101	1134.8225307714101	1134.8225307714101	0.0	14	1227.4733539912893	1227.4733539912893	1227.4733539912893	0.0	15	15877.289073109258	15877.289073109258	15877.289073109258	0.0	14	17028.71641933675	17028.71641933675	17028.71641933675	0.0	14	204.9054421075917	204.9054421075917	204.9054421075917	0.0	13	1782.85567958792	1782.85567958792	1782.85567958792	0.0	15	1862.863578364469	1862.863578364469	1862.863578364469	0.0	15	726691.8838049958	726691.8838049958	726691.8838049958	0.0	12	624.9999999999856	624.9999999999856	624.9999999999856	0.0	14	5393.327360659836	5393.327360659836	5393.327360659836	0.0	12	18241.82076161404	18241.82076161404	18241.82076161404	0.0	14	17770.882930382544	17770.882930382544	17770.882930382544	0.0	14	2321.8438485759734	2321.8438485759734	2321.8438485759734	0.0	14	1823.7492031193344	1823.7492031193344	1823.7492031193344	0.0	14	1909.2134852644674	1909.2134852644674	1909.2134852644674	0.0	14	4969.759424680338	4969.759424680338	4969.759424680338	0.0	14	14638.313092950168	14638.313092950168	14638.313092950168	0.0	14	13.535714285714286
